"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"06","California","06001437400","Alameda County, CA - 06001437400","2020","21.8%","","(19.9% - 23.7%)","19.9%","23.7%",
"06","California","06001437500","Alameda County, CA - 06001437500","2020","24.3%","","(22.0% - 26.3%)","22.0%","26.3%",
"06","California","06001437600","Alameda County, CA - 06001437600","2020","23.4%","","(21.6% - 25.0%)","21.6%","25.0%",
"06","California","06001437701","Alameda County, CA - 06001437701","2020","24.3%","","(22.2% - 26.4%)","22.2%","26.4%",
"06","California","06001437702","Alameda County, CA - 06001437702","2020","26.8%","","(24.0% - 29.4%)","24.0%","29.4%",
"06","California","06001437800","Alameda County, CA - 06001437800","2020","20.0%","","(18.6% - 21.5%)","18.6%","21.5%",
"06","California","06001437900","Alameda County, CA - 06001437900","2020","21.9%","","(19.9% - 23.9%)","19.9%","23.9%",
"06","California","06001438000","Alameda County, CA - 06001438000","2020","17.9%","","(16.7% - 19.1%)","16.7%","19.1%",
"06","California","06001438100","Alameda County, CA - 06001438100","2020","21.0%","","(19.4% - 22.6%)","19.4%","22.6%",
"06","California","06001438201","Alameda County, CA - 06001438201","2020","22.4%","","(20.7% - 24.0%)","20.7%","24.0%",
"06","California","06001438203","Alameda County, CA - 06001438203","2020","20.2%","","(18.6% - 21.8%)","18.6%","21.8%",
"06","California","06001438204","Alameda County, CA - 06001438204","2020","20.2%","","(18.5% - 22.0%)","18.5%","22.0%",
"06","California","06001438300","Alameda County, CA - 06001438300","2020","21.3%","","(19.7% - 23.0%)","19.7%","23.0%",
"06","California","06001438400","Alameda County, CA - 06001438400","2020","19.9%","","(18.4% - 21.5%)","18.4%","21.5%",
"06","California","06001440100","Alameda County, CA - 06001440100","2020","18.4%","","(16.3% - 20.6%)","16.3%","20.6%",
"06","California","06001440200","Alameda County, CA - 06001440200","2020","22.5%","","(20.1% - 24.8%)","20.1%","24.8%",
"06","California","06001440301","Alameda County, CA - 06001440301","2020","20.1%","","(18.5% - 21.9%)","18.5%","21.9%",
"06","California","06001440304","Alameda County, CA - 06001440304","2020","20.5%","","(18.1% - 22.9%)","18.1%","22.9%",
"06","California","06001440305","Alameda County, CA - 06001440305","2020","19.3%","","(17.4% - 21.4%)","17.4%","21.4%",
"06","California","06001440306","Alameda County, CA - 06001440306","2020","21.0%","","(18.8% - 23.4%)","18.8%","23.4%",
"06","California","06001440307","Alameda County, CA - 06001440307","2020","20.7%","","(19.0% - 22.6%)","19.0%","22.6%",
"06","California","06001440308","Alameda County, CA - 06001440308","2020","18.6%","","(16.9% - 20.4%)","16.9%","20.4%",
"06","California","06001440331","Alameda County, CA - 06001440331","2020","20.0%","","(18.1% - 22.2%)","18.1%","22.2%",
"06","California","06001440332","Alameda County, CA - 06001440332","2020","15.8%","","(13.5% - 18.6%)","13.5%","18.6%",
"06","California","06001440333","Alameda County, CA - 06001440333","2020","17.6%","","(15.2% - 20.2%)","15.2%","20.2%",
"06","California","06001440334","Alameda County, CA - 06001440334","2020","18.6%","","(17.0% - 20.3%)","17.0%","20.3%",
"06","California","06001440335","Alameda County, CA - 06001440335","2020","13.9%","","(11.9% - 16.4%)","11.9%","16.4%",
"06","California","06001440336","Alameda County, CA - 06001440336","2020","18.0%","","(16.3% - 19.6%)","16.3%","19.6%",
"06","California","06001441100","Alameda County, CA - 06001441100","2020","17.3%","","(15.5% - 19.0%)","15.5%","19.0%",
"06","California","06001441200","Alameda County, CA - 06001441200","2020","14.7%","","(13.2% - 16.2%)","13.2%","16.2%",
"06","California","06001441301","Alameda County, CA - 06001441301","2020","14.1%","","(12.6% - 16.2%)","12.6%","16.2%",
"06","California","06001441302","Alameda County, CA - 06001441302","2020","15.6%","","(14.1% - 17.3%)","14.1%","17.3%",
"06","California","06001441401","Alameda County, CA - 06001441401","2020","17.2%","","(15.4% - 19.2%)","15.4%","19.2%",
"06","California","06001441402","Alameda County, CA - 06001441402","2020","14.3%","","(12.7% - 15.9%)","12.7%","15.9%",
"06","California","06001441501","Alameda County, CA - 06001441501","2020","15.4%","","(13.5% - 17.7%)","13.5%","17.7%",
"06","California","06001441503","Alameda County, CA - 06001441503","2020","13.3%","","(11.7% - 15.3%)","11.7%","15.3%",
"06","California","06001441521","Alameda County, CA - 06001441521","2020","15.3%","","(13.4% - 17.3%)","13.4%","17.3%",
"06","California","06001441522","Alameda County, CA - 06001441522","2020","17.4%","","(15.8% - 19.3%)","15.8%","19.3%",
"06","California","06001441523","Alameda County, CA - 06001441523","2020","12.3%","","(10.5% - 14.8%)","10.5%","14.8%",
"06","California","06001441524","Alameda County, CA - 06001441524","2020","12.6%","","(10.6% - 15.3%)","10.6%","15.3%",
"06","California","06001441601","Alameda County, CA - 06001441601","2020","17.1%","","(15.6% - 18.8%)","15.6%","18.8%",
"06","California","06001441602","Alameda County, CA - 06001441602","2020","17.4%","","(15.7% - 19.2%)","15.7%","19.2%",
"06","California","06001441700","Alameda County, CA - 06001441700","2020","17.3%","","(15.7% - 19.1%)","15.7%","19.1%",
"06","California","06001441800","Alameda County, CA - 06001441800","2020","17.2%","","(15.9% - 18.6%)","15.9%","18.6%",
"06","California","06001441921","Alameda County, CA - 06001441921","2020","14.9%","","(13.3% - 16.5%)","13.3%","16.5%",
"06","California","06001441923","Alameda County, CA - 06001441923","2020","15.7%","","(13.8% - 18.1%)","13.8%","18.1%",
"06","California","06001441924","Alameda County, CA - 06001441924","2020","13.6%","","(12.2% - 15.1%)","12.2%","15.1%",
"06","California","06001441925","Alameda County, CA - 06001441925","2020","11.2%","","(9.9% - 13.1%)","9.9%","13.1%",
"06","California","06001441926","Alameda County, CA - 06001441926","2020","15.8%","","(14.1% - 17.6%)","14.1%","17.6%",
"06","California","06001441927","Alameda County, CA - 06001441927","2020","13.9%","","(12.0% - 16.4%)","12.0%","16.4%",
"06","California","06001442000","Alameda County, CA - 06001442000","2020","14.8%","","(12.6% - 17.5%)","12.6%","17.5%",
"06","California","06001442100","Alameda County, CA - 06001442100","2020","14.4%","","(12.4% - 17.0%)","12.4%","17.0%",
"06","California","06001442200","Alameda County, CA - 06001442200","2020","15.2%","","(13.2% - 17.5%)","13.2%","17.5%",
"06","California","06001442301","Alameda County, CA - 06001442301","2020","17.2%","","(15.6% - 19.1%)","15.6%","19.1%",
"06","California","06001442302","Alameda County, CA - 06001442302","2020","17.3%","","(15.6% - 19.1%)","15.6%","19.1%",
"06","California","06001442400","Alameda County, CA - 06001442400","2020","17.4%","","(15.8% - 19.3%)","15.8%","19.3%",
"06","California","06001442500","Alameda County, CA - 06001442500","2020","18.9%","","(17.2% - 20.7%)","17.2%","20.7%",
"06","California","06001442601","Alameda County, CA - 06001442601","2020","15.8%","","(14.4% - 17.3%)","14.4%","17.3%",
"06","California","06001442602","Alameda County, CA - 06001442602","2020","16.6%","","(15.0% - 18.3%)","15.0%","18.3%",
"06","California","06001442700","Alameda County, CA - 06001442700","2020","13.6%","","(12.2% - 15.1%)","12.2%","15.1%",
"06","California","06001442800","Alameda County, CA - 06001442800","2020","17.2%","","(15.6% - 18.8%)","15.6%","18.8%",
"06","California","06001442900","Alameda County, CA - 06001442900","2020","16.4%","","(14.8% - 18.1%)","14.8%","18.1%",
"06","California","06001443001","Alameda County, CA - 06001443001","2020","17.6%","","(16.0% - 19.2%)","16.0%","19.2%",
"06","California","06001443002","Alameda County, CA - 06001443002","2020","17.5%","","(15.8% - 19.2%)","15.8%","19.2%",
"06","California","06001443102","Alameda County, CA - 06001443102","2020","13.3%","","(11.6% - 15.5%)","11.6%","15.5%",
"06","California","06001443103","Alameda County, CA - 06001443103","2020","14.2%","","(12.3% - 16.6%)","12.3%","16.6%",
"06","California","06001443104","Alameda County, CA - 06001443104","2020","13.8%","","(11.9% - 16.0%)","11.9%","16.0%",
"06","California","06001443105","Alameda County, CA - 06001443105","2020","13.8%","","(12.0% - 16.2%)","12.0%","16.2%",
"06","California","06001443200","Alameda County, CA - 06001443200","2020","13.8%","","(12.1% - 16.1%)","12.1%","16.1%",
"06","California","06001443301","Alameda County, CA - 06001443301","2020","13.8%","","(12.1% - 15.9%)","12.1%","15.9%",
"06","California","06001443321","Alameda County, CA - 06001443321","2020","13.8%","","(11.8% - 16.4%)","11.8%","16.4%",
"06","California","06001443322","Alameda County, CA - 06001443322","2020","13.8%","","(12.0% - 15.7%)","12.0%","15.7%",
"06","California","06001444100","Alameda County, CA - 06001444100","2020","18.8%","","(17.4% - 20.5%)","17.4%","20.5%",
"06","California","06001444200","Alameda County, CA - 06001444200","2020","19.5%","","(17.9% - 21.1%)","17.9%","21.1%",
"06","California","06001444301","Alameda County, CA - 06001444301","2020","17.8%","","(16.3% - 19.4%)","16.3%","19.4%",
"06","California","06001444302","Alameda County, CA - 06001444302","2020","19.4%","","(17.6% - 21.2%)","17.6%","21.2%",
"06","California","06001444400","Alameda County, CA - 06001444400","2020","21.1%","","(19.5% - 22.8%)","19.5%","22.8%",
"06","California","06001444500","Alameda County, CA - 06001444500","2020","19.0%","","(17.3% - 20.6%)","17.3%","20.6%",
"06","California","06001444601","Alameda County, CA - 06001444601","2020","16.9%","","(15.4% - 18.5%)","15.4%","18.5%",
"06","California","06001444602","Alameda County, CA - 06001444602","2020","13.8%","","(12.2% - 15.7%)","12.2%","15.7%",
"06","California","06001450101","Alameda County, CA - 06001450101","2020","11.5%","","(10.2% - 13.1%)","10.2%","13.1%",
"06","California","06001450102","Alameda County, CA - 06001450102","2020","13.7%","","(12.1% - 15.4%)","12.1%","15.4%",
"06","California","06001450200","Alameda County, CA - 06001450200","2020","12.7%","","(11.2% - 14.3%)","11.2%","14.3%",
"06","California","06001450300","Alameda County, CA - 06001450300","2020","13.6%","","(12.1% - 15.3%)","12.1%","15.3%",
"06","California","06001450400","Alameda County, CA - 06001450400","2020","13.8%","","(12.4% - 15.3%)","12.4%","15.3%",
"06","California","06001450501","Alameda County, CA - 06001450501","2020","12.7%","","(11.3% - 14.4%)","11.3%","14.4%",
"06","California","06001450502","Alameda County, CA - 06001450502","2020","12.7%","","(11.2% - 14.5%)","11.2%","14.5%",
"06","California","06001450601","Alameda County, CA - 06001450601","2020","12.2%","","(11.2% - 13.2%)","11.2%","13.2%",
"06","California","06001450602","Alameda County, CA - 06001450602","2020","12.0%","","(10.7% - 13.3%)","10.7%","13.3%",
"06","California","06001450603","Alameda County, CA - 06001450603","2020","13.8%","","(12.2% - 15.5%)","12.2%","15.5%",
"06","California","06001450604","Alameda County, CA - 06001450604","2020","12.3%","","(10.9% - 13.8%)","10.9%","13.8%",
"06","California","06001450605","Alameda County, CA - 06001450605","2020","12.4%","","(10.7% - 14.4%)","10.7%","14.4%",
"06","California","06001450606","Alameda County, CA - 06001450606","2020","12.0%","","(10.5% - 13.7%)","10.5%","13.7%",
"06","California","06001450607","Alameda County, CA - 06001450607","2020","15.9%","","(14.0% - 17.8%)","14.0%","17.8%",
"06","California","06001450701","Alameda County, CA - 06001450701","2020","12.3%","","(10.6% - 14.5%)","10.6%","14.5%",
"06","California","06001450741","Alameda County, CA - 06001450741","2020","15.0%","","(13.2% - 16.9%)","13.2%","16.9%",
"06","California","06001450742","Alameda County, CA - 06001450742","2020","12.9%","","(11.3% - 14.7%)","11.3%","14.7%",
"06","California","06001450743","Alameda County, CA - 06001450743","2020","11.8%","","(10.5% - 13.4%)","10.5%","13.4%",
"06","California","06001450744","Alameda County, CA - 06001450744","2020","12.7%","","(11.2% - 14.5%)","11.2%","14.5%",
"06","California","06001450745","Alameda County, CA - 06001450745","2020","12.7%","","(10.9% - 14.7%)","10.9%","14.7%",
"06","California","06001450746","Alameda County, CA - 06001450746","2020","12.9%","","(11.3% - 14.8%)","11.3%","14.8%",
"06","California","06001450750","Alameda County, CA - 06001450750","2020","12.1%","","(10.7% - 13.5%)","10.7%","13.5%",
"06","California","06001450751","Alameda County, CA - 06001450751","2020","11.8%","","(10.2% - 14.0%)","10.2%","14.0%",
"06","California","06001450752","Alameda County, CA - 06001450752","2020","12.2%","","(10.8% - 13.8%)","10.8%","13.8%",
"06","California","06001451101","Alameda County, CA - 06001451101","2020","13.7%","","(12.5% - 14.8%)","12.5%","14.8%",
"06","California","06001451102","Alameda County, CA - 06001451102","2020","12.5%","","(10.8% - 14.5%)","10.8%","14.5%",
"06","California","06001451201","Alameda County, CA - 06001451201","2020","16.0%","","(14.5% - 17.6%)","14.5%","17.6%",
"06","California","06001451202","Alameda County, CA - 06001451202","2020","13.4%","","(11.9% - 14.9%)","11.9%","14.9%",
"06","California","06001451300","Alameda County, CA - 06001451300","2020","15.5%","","(13.7% - 17.3%)","13.7%","17.3%",
"06","California","06001451401","Alameda County, CA - 06001451401","2020","14.9%","","(13.2% - 16.7%)","13.2%","16.7%",
"06","California","06001451403","Alameda County, CA - 06001451403","2020","15.6%","","(14.0% - 17.5%)","14.0%","17.5%",
"06","California","06001451404","Alameda County, CA - 06001451404","2020","18.1%","","(16.1% - 20.1%)","16.1%","20.1%",
"06","California","06001451501","Alameda County, CA - 06001451501","2020","15.1%","","(13.5% - 16.9%)","13.5%","16.9%",
"06","California","06001451503","Alameda County, CA - 06001451503","2020","15.5%","","(13.7% - 17.3%)","13.7%","17.3%",
"06","California","06001451504","Alameda County, CA - 06001451504","2020","13.7%","","(12.1% - 15.5%)","12.1%","15.5%",
"06","California","06001451505","Alameda County, CA - 06001451505","2020","12.2%","","(10.5% - 14.3%)","10.5%","14.3%",
"06","California","06001451506","Alameda County, CA - 06001451506","2020","16.1%","","(14.5% - 17.7%)","14.5%","17.7%",
"06","California","06001451601","Alameda County, CA - 06001451601","2020","13.3%","","(11.4% - 15.3%)","11.4%","15.3%",
"06","California","06001451602","Alameda County, CA - 06001451602","2020","14.9%","","(13.0% - 17.1%)","13.0%","17.1%",
"06","California","06001451701","Alameda County, CA - 06001451701","2020","14.6%","","(12.9% - 16.2%)","12.9%","16.2%",
"06","California","06001451703","Alameda County, CA - 06001451703","2020","12.6%","","(11.3% - 14.1%)","11.3%","14.1%",
"06","California","06001451704","Alameda County, CA - 06001451704","2020","13.2%","","(11.5% - 15.0%)","11.5%","15.0%",
"06","California","06001981900","Alameda County, CA - 06001981900","2020","Low Population","","","","",
"06","California","06001982000","Alameda County, CA - 06001982000","2020","17.3%","","(14.8% - 20.2%)","14.8%","20.2%",
"06","California","06001983200","Alameda County, CA - 06001983200","2020","10.5%","","(9.1% - 12.1%)","9.1%","12.1%",
"06","California","06001990000","Alameda County, CA - 06001990000","2020","Low Population","","","","",
"06","California","06003010000","Alpine County, CA - 06003010000","2020","21.0%","","(19.6% - 22.3%)","19.6%","22.3%",
"06","California","06005000101","Amador County, CA - 06005000101","2020","19.1%","","(17.7% - 20.5%)","17.7%","20.5%",
"06","California","06005000102","Amador County, CA - 06005000102","2020","24.3%","","(22.7% - 25.9%)","22.7%","25.9%",
"06","California","06005000200","Amador County, CA - 06005000200","2020","20.5%","","(19.5% - 21.5%)","19.5%","21.5%",
"06","California","06005000301","Amador County, CA - 06005000301","2020","20.3%","","(18.4% - 22.2%)","18.4%","22.2%",
"06","California","06005000303","Amador County, CA - 06005000303","2020","18.8%","","(17.3% - 20.3%)","17.3%","20.3%",
"06","California","06005000304","Amador County, CA - 06005000304","2020","19.8%","","(18.8% - 20.9%)","18.8%","20.9%",
"06","California","06005000401","Amador County, CA - 06005000401","2020","20.6%","","(19.3% - 22.0%)","19.3%","22.0%",
"06","California","06005000402","Amador County, CA - 06005000402","2020","19.6%","","(18.4% - 20.9%)","18.4%","20.9%",
"06","California","06005000500","Amador County, CA - 06005000500","2020","18.9%","","(17.2% - 20.6%)","17.2%","20.6%",
"06","California","06007000102","Butte County, CA - 06007000102","2020","20.1%","","(18.0% - 22.4%)","18.0%","22.4%",
